AccountOID,ConsumptionDate,Consumption
249860,2020-04-07,1.225
256972,2019-12-28,0.160
260221,2020-05-11,1.130
187989,2019-06-16,0.759
5479,2020-08-19,0.335
249897,2019-10-29,35.422
256351,2020-05-10,0.445
269089,2019-10-07,0.552
187989,2020-01-01,0.646
253177,2021-03-02,2.477
9953,2019-02-25,0.095
250175,2019-07-27,1.650
39681,2019-05-27,0.501
246272,2020-07-15,1.526
253374,2020-02-20,1.803
268752,2021-01-18,0.770
252388,2019-02-27,417.980
7038,2019-09-25,0.356
250202,2019-05-14,1.879
29330,2020-12-13,2.766
256972,2020-01-03,0.250
13784,2020-01-22,2.336
10481,2019-09-24,0.896
20681,2020-02-16,0.246
20550,2020-06-10,0.561
244391,2020-10-22,1.126
253208,2019-04-17,0.585
136482,2019-08-03,0.643
250574,2020-08-22,0.037
250255,2021-02-06,0.742
252388,2020-12-06,125.054
152526,2019-07-31,0.029
256969,2020-09-27,0.001
256084,2020-07-20,0.361
254812,2019-02-05,0.833
40839,2019-04-11,0.476
6557,2018-12-08,0.421
9953,2019-11-25,0.527
263567,2019-09-18,5.570
76953,2021-02-15,0.403
254812,2019-10-06,0.162
256924,2019-10-22,0.361
246066,2020-11-08,6.610
250020,2020-08-31,571.000
181113,2021-02-22,0.000
268752,2021-02-13,0.656
76953,2020-11-02,0.409
184099,2020-01-05,0.000
259030,2020-09-30,0.123
32383,2019-09-24,1.300
13537,2019-09-14,1.019
264362,2019-06-22,0.850
10481,2019-02-15,0.686
10481,2018-12-06,0.823
248917,2020-07-29,100.117
273259,2019-09-21,0.222
260221,2020-05-30,0.930
24294,2020-12-18,0.338
8621,2020-04-30,1.144
74697,2021-02-24,1.035
246516,2019-09-16,0.000
135605,2019-08-06,0.000
277704,2020-11-18,0.315
67113,2019-08-28,0.256
152526,2020-08-29,0.153
248098,2019-02-10,0.000
139513,2019-11-23,57.094
150462,2020-07-31,0.165
187989,2020-01-27,0.418
37309,2021-01-12,28.854
150998,2020-06-11,1.052
16581,2021-03-20,0.607
250409,2020-10-24,0.000
40839,2019-04-24,0.561
269416,2020-07-22,0.316
106646,2019-11-02,0.209
33804,2021-03-11,0.800
54212,2020-06-09,1.869
124089,2020-10-23,0.222
254695,2019-11-12,2.288
7038,2019-12-19,0.296
7087,2020-05-26,0.000
9953,2021-02-21,0.481
256969,2019-08-15,0.354
244680,2019-03-20,3.569
246272,2020-12-15,0.671
150462,2019-01-05,0.266
262835,2020-12-28,4.167
13964,2020-08-25,2.082
16129,2020-07-16,0.469
58197,2020-11-19,0.441
6547,2019-10-04,0.068
244680,2020-07-20,8.581
68102,2021-03-24,0.267
245375,2020-01-20,1.124
40839,2019-10-12,0.350
139517,2020-03-29,100.371
13942,2020-08-22,1.439
248365,2020-05-13,13.230
256766,2019-09-20,15.214
115301,2019-04-27,1.529
4910,2021-02-14,1.171
56988,2020-06-09,0.000
256959,2020-05-31,0.040
6562,2019-04-09,0.117
250567,2021-01-16,7.619
179630,2021-01-16,0.000
15898,2021-01-01,0.593
283681,2019-11-05,2.298
249860,2019-02-23,1.193
86661,2020-10-25,0.610
798,2020-03-26,0.399
20342,2019-07-13,1.236
59449,2020-11-05,1.602
151213,2019-11-28,0.661
122982,2020-09-18,0.524
37358,2020-04-13,0.000
9953,2020-01-20,0.312
848,2020-05-02,0.451
245375,2019-03-12,0.391
33447,2020-03-08,0.743
259030,2020-07-10,0.112
20681,2019-02-14,0.339
29401,2019-10-03,1.872
250567,2020-02-14,6.529
135605,2019-01-31,0.197
259866,2020-03-23,0.280
65583,2020-08-28,0.004
115301,2019-08-30,1.616
249943,2018-12-15,34.300
136482,2019-03-07,0.552
269089,2021-01-29,0.573
250574,2020-03-03,17.660
269752,2019-01-15,0.749
248098,2020-03-09,0.145
6564,2020-04-01,0.405
245992,2020-08-28,2.712
273259,2020-03-23,0.122
3941,2021-02-21,0.000
250197,2020-07-05,4.895
136212,2019-10-11,0.961
248224,2021-02-06,1.640
4910,2020-05-30,1.743
97302,2019-03-26,0.157
249951,2020-11-27,0.113
6555,2021-03-13,0.645
257225,2020-10-25,0.004
17592,2019-10-19,0.055
247000,2020-12-02,1.487
29401,2019-09-15,1.785
44135,2021-01-28,1.266
256969,2019-05-13,0.268
72055,2020-06-28,0.567
135605,2019-12-29,0.000
1004,2020-11-30,0.314
56796,2020-08-23,1.593
139513,2021-03-18,57.532
42923,2020-10-30,0.773
255254,2019-11-16,0.649
5493,2020-08-03,0.000
131327,2020-05-04,0.609
269752,2020-09-16,0.445
244858,2020-09-24,1.981
29401,2019-02-21,1.805
263528,2020-09-09,1.216
5493,2020-04-25,0.000
261986,2019-05-19,1.963
253208,2019-12-20,8.187
13155,2020-08-14,0.255
263623,2020-03-18,4.600
261100,2020-02-21,0.593
259030,2019-11-08,0.091
6547,2019-12-22,0.002
131327,2019-10-18,0.616
9953,2019-03-19,0.027
244858,2020-10-16,2.016
54212,2019-10-03,0.000
254812,2020-12-25,0.193
256972,2019-06-12,0.350
248128,2021-01-03,0.492
256920,2021-01-22,1.650
246272,2020-08-13,0.603
246596,2019-06-12,0.587
42923,2020-04-15,1.028
128194,2021-03-06,0.668
248696,2020-12-26,0.006
258924,2021-01-02,0.626
9493,2020-09-30,0.090
249897,2020-04-22,31.992
139514,2020-09-17,1.197
247568,2020-02-11,1.227
20681,2020-03-25,0.106
244391,2020-06-12,1.385
24294,2020-09-12,0.000
13636,2019-12-07,1.375
97302,2019-07-28,0.542
20681,2019-05-01,0.268
106646,2019-11-08,0.241
261986,2020-06-25,0.665
250567,2019-05-15,6.692
108293,2019-11-24,0.582
247000,2020-10-12,1.309
12857,2019-12-12,1.559
249397,2021-03-01,6.320
798,2020-12-26,0.607
136482,2019-01-26,0.419
123533,2018-12-10,0.034
139514,2020-04-22,0.573
39681,2020-07-10,0.530
259866,2020-08-23,0.475
199151,2021-01-30,0.465
250195,2020-11-25,2.920
273259,2020-11-27,0.215
251704,2019-11-11,0.014
259030,2020-10-26,0.067
249897,2019-05-15,122.290
46157,2020-11-04,1.033
252287,2019-09-26,0.201
116228,2019-04-25,0.693
269089,2020-03-13,0.702
255254,2019-09-16,0.463
252969,2020-10-19,6.132
263567,2020-11-21,4.460
8621,2019-07-13,1.673
272294,2021-02-02,0.409
9493,2020-10-29,0.635
8621,2019-05-03,1.510
71392,2020-11-30,0.995
272294,2021-01-11,0.282
252969,2020-09-04,4.377
262929,2019-12-18,0.719
142606,2020-10-02,1.740
139514,2019-03-05,0.740
256508,2020-08-13,0.000
244905,2020-08-08,0.602
7087,2020-12-22,0.011
245105,2019-12-25,0.010
264909,2020-08-01,0.010
116228,2020-06-15,0.788
250387,2019-07-04,1.146
6507,2021-03-15,0.159
256946,2020-12-23,2.470
250095,2019-11-30,0.203
32383,2021-03-10,0.000
187271,2020-02-27,0.543
246066,2020-08-07,3.460
16581,2020-01-05,0.111
71392,2020-04-01,1.127
123533,2019-06-07,0.201
139514,2019-06-30,0.699
67113,2020-04-05,0.000
68102,2020-06-05,0.192
72055,2020-05-18,0.317
249943,2019-11-15,27.140
5479,2019-06-18,0.230
245375,2020-08-17,0.409
258924,2020-11-20,0.723
69500,2020-04-28,0.651
115301,2020-10-11,1.211
150462,2020-11-11,0.713
187989,2019-01-09,0.571
10065,2020-10-12,6.105
251881,2019-07-04,1.578
6562,2020-07-06,0.203
250095,2020-01-13,0.772
55005,2020-07-12,0.805
7336,2021-03-14,0.000
181113,2020-11-09,0.000
6557,2019-10-30,0.154
256972,2019-07-24,0.260
251704,2020-04-08,1.104
244424,2019-05-16,1.000
69535,2021-03-24,0.920
17592,2019-11-30,0.088
49043,2020-01-18,1.551
107142,2019-12-21,0.182
178474,2020-03-12,0.039
246516,2019-08-11,0.000
6555,2020-11-17,1.063
132516,2019-02-16,0.506
250855,2020-06-30,0.827
175989,2019-12-05,0.000
20041,2020-08-26,0.463
273259,2020-06-10,0.381
716,2019-09-17,0.563
37302,2020-06-13,0.000
29102,2021-01-22,1.095
55005,2020-01-14,0.733
11741,2020-06-04,2.550
253208,2020-07-06,0.728
136212,2019-04-12,3.658
65583,2019-05-23,1.837
258102,2020-12-31,0.000
245515,2020-03-05,0.777
3592,2020-06-09,0.000
269752,2021-03-12,0.588
5802,2019-07-25,0.269
263528,2020-02-23,1.375
139515,2020-08-20,0.800
85008,2020-02-18,0.840
13942,2020-07-20,2.194
249397,2020-02-12,9.454
261206,2019-02-28,0.989
283681,2020-04-12,2.755
57653,2020-08-20,1.369
269089,2020-10-01,0.539
20041,2021-03-13,0.996
250004,2019-05-10,1.230
5802,2019-10-04,0.324
144822,2019-05-08,0.477
6557,2021-01-17,0.408
252287,2020-06-11,0.568
263567,2020-02-20,6.610
244899,2020-11-18,1.331
252388,2020-12-25,125.775
256156,2019-12-01,3.940
253177,2020-11-28,0.473
250095,2020-02-15,0.565
253208,2020-10-19,1.416
17194,2021-01-01,1.537
3941,2020-06-14,0.000
139513,2020-07-30,63.928
256351,2020-07-29,0.995
136213,2019-07-29,6.450
20041,2021-02-15,1.405
250202,2020-07-24,1.929
254812,2020-11-07,0.196
263623,2021-01-13,21.140
246272,2019-05-16,2.029
152526,2020-10-29,0.427
184099,2021-02-13,0.683
44135,2019-11-22,0.870
74697,2020-01-16,0.888
274411,2019-01-19,0.401
248917,2021-01-15,9.460
44788,2019-02-23,0.574
142606,2020-11-03,4.570
249660,2020-10-14,0.618
246629,2020-10-22,1.239
20342,2020-10-03,1.222
246596,2021-02-07,0.196
245314,2020-12-16,10.570
187989,2020-09-21,0.439
255456,2019-01-11,0.561
250387,2019-11-03,1.344
17980,2019-05-02,1.014
136213,2021-01-18,9.138
142606,2019-10-03,1.170
256609,2021-02-25,1.392
248098,2019-01-04,0.972
10481,2020-07-01,1.064
250252,2020-03-11,0.150
13942,2019-04-23,1.219
123533,2020-11-23,0.419
247568,2019-09-15,0.000
245515,2020-03-09,0.964
246596,2020-12-19,0.314
179922,2019-11-21,0.534
5493,2019-10-27,0.000
144822,2019-07-26,0.000
260283,2020-09-02,0.301
272294,2020-03-17,0.111
262929,2020-06-19,1.142
254812,2019-01-21,0.270
260726,2020-12-18,0.002
264909,2020-10-22,27.490
86661,2020-12-03,0.471
254525,2020-06-18,0.000
246032,2020-08-22,1.377
24294,2020-12-03,0.520
250202,2019-06-17,2.805
97302,2021-01-06,0.222
246629,2020-11-30,0.760
253208,2019-03-11,7.928
7038,2018-12-21,0.315
250175,2020-10-03,2.480
245992,2020-04-10,2.557
12857,2020-10-05,2.524
9493,2021-01-08,0.881
13784,2020-07-04,0.648
250199,2020-03-07,4.115
4910,2021-03-18,1.836
132516,2019-07-06,0.347
33804,2019-04-13,0.040
251881,2019-09-24,0.931
56988,2020-07-11,0.000
250387,2020-10-09,0.848
865,2021-02-25,0.298
251229,2020-07-13,3.480
246596,2019-11-17,0.838
249971,2019-02-20,6.100
250175,2020-12-13,1.520
132516,2019-09-15,0.751
55005,2020-06-19,1.342
179922,2020-06-18,0.461
268752,2020-09-02,1.110
32053,2020-01-31,184.354
245314,2020-01-30,0.000
58197,2019-04-30,0.415
248098,2020-02-06,0.244
21106,2020-09-25,0.053
268752,2020-08-21,1.301
55005,2019-12-26,0.622
97302,2019-12-20,0.189
6555,2020-06-30,0.464
29102,2020-07-10,0.744
272294,2019-07-27,0.081
244899,2020-01-16,4.670
20681,2020-08-30,0.000
56796,2020-02-02,1.024
256971,2020-10-03,0.000
247568,2019-09-06,1.382
256972,2020-04-04,0.010
249971,2019-06-05,7.250
115301,2020-11-03,1.172
76953,2020-05-22,0.229
267585,2020-02-02,10.336
249971,2020-09-24,515.000
56796,2020-09-10,1.159
248917,2019-04-21,8.078
144822,2020-04-30,0.219
249971,2020-11-07,460.000
33447,2020-08-16,0.991
11741,2019-01-01,1.332
33804,2020-08-24,1.028
256972,2020-10-06,0.090
252388,2020-03-03,120.712
246629,2021-02-20,1.350
42923,2020-09-20,1.021
255456,2020-08-09,1.574
257402,2020-11-16,3.490
59449,2020-12-09,1.427
257402,2021-01-26,1.750
20884,2020-05-07,0.000
44788,2020-01-07,1.042
256969,2020-04-18,0.049
248917,2020-04-26,1.857
3592,2020-02-09,0.000
13942,2020-05-09,1.450
277704,2019-10-07,0.233
16581,2019-02-24,0.000
246596,2019-05-17,0.460
71392,2019-06-13,2.974
175989,2021-02-12,0.000
49043,2019-06-10,1.735
261986,2018-12-23,0.832
65583,2020-06-06,0.001
251229,2019-03-24,0.010
11741,2020-01-31,1.518
246516,2019-01-16,0.083
46157,2020-05-26,1.115
107142,2019-05-05,0.452
245302,2019-12-29,0.096
253374,2019-12-13,1.144
13155,2019-08-06,0.213
58197,2020-07-14,0.395
116228,2020-01-28,0.684
137018,2019-01-18,0.249
181113,2020-08-13,195.740
865,2019-05-26,0.497
250202,2019-09-30,2.267
263528,2021-03-18,1.365
267585,2019-07-18,20.385
139515,2019-02-23,0.548
7038,2019-03-25,0.254
17194,2020-04-26,1.056
17980,2020-03-31,0.669
6562,2020-04-04,0.190
244680,2020-08-04,8.065
259030,2021-01-26,0.094
151213,2019-04-12,0.366
7038,2019-01-13,0.335
258102,2020-03-10,0.000
262929,2019-11-25,0.538
254525,2020-05-05,0.000
151568,2020-01-11,4.164
250004,2020-05-01,136.000
245883,2020-04-04,0.644
245958,2020-09-23,1.480
260283,2020-05-11,0.644
261616,2020-11-14,0.659
151568,2020-09-01,4.082
256084,2019-09-11,0.164
136482,2021-02-12,0.251
55005,2020-06-20,0.876
107431,2020-05-29,3056.153
251704,2020-12-23,4.319
11741,2020-02-20,1.174
256947,2020-08-27,27.700
29102,2019-05-01,1.202
260417,2020-09-09,0.527
13024,2020-10-14,0.031
246516,2019-11-16,0.000
254812,2020-12-03,0.521
249943,2020-04-30,26.970
249397,2020-11-27,4.831
44788,2019-10-02,1.870
55005,2020-07-08,0.746
262835,2020-11-18,4.650
257172,2020-02-02,0.204
256947,2020-09-18,20.070
5802,2020-07-31,0.140
255086,2020-08-27,0.120
20884,2019-12-11,0.111
246629,2020-04-06,1.650
32383,2020-06-09,0.000
268752,2020-01-09,0.824
13636,2020-07-25,0.951
250387,2020-05-20,1.256
69535,2020-02-29,1.293
245302,2019-02-02,0.408
248917,2018-12-23,8.802
244905,2020-05-10,0.287
246032,2020-06-07,0.912
261986,2019-12-10,0.200
1004,2020-02-03,0.446
250567,2019-11-30,5.754
29102,2021-03-12,1.264
250199,2019-05-23,4.069
248365,2020-05-31,0.150
250095,2019-01-03,0.120
250022,2020-07-05,130.100
46157,2020-01-27,1.265
37309,2020-01-25,31.021
249971,2019-07-15,670.000
256156,2020-05-25,3.660
277704,2020-10-07,0.290
250282,2020-08-26,3.818
86661,2021-01-09,0.501
261100,2020-10-02,0.822
244858,2019-11-28,2.392
59449,2019-11-17,0.884
269752,2020-06-03,0.399
67113,2019-09-03,0.000
123533,2019-06-27,0.306
144822,2020-11-17,0.326
136482,2019-04-26,0.402
58197,2020-12-17,0.560
269752,2020-12-19,0.526
269752,2020-06-06,0.359
261616,2019-10-19,16.992
69535,2020-09-15,1.417
190642,2020-03-18,0.374
248917,2020-02-26,18.386
256972,2020-06-18,0.000
250255,2021-03-10,5.478
136482,2021-02-18,0.532
270305,2020-04-13,1.885
184099,2021-03-07,0.888
848,2020-02-16,1.046
248224,2019-12-19,16.859
257402,2020-10-04,2.360
187989,2019-05-22,0.700
6555,2020-07-12,0.593
260185,2020-10-12,2.000
7038,2020-11-06,0.263
261206,2020-08-22,0.953
250197,2020-08-05,6.236
245105,2018-12-18,3.360
255086,2020-03-22,0.263
17980,2020-09-09,0.920
76953,2019-08-18,0.310
59449,2019-09-03,0.621
798,2020-12-20,4.606
244391,2020-07-22,1.364
56796,2020-08-18,1.715
263567,2020-03-23,2.960
256920,2020-08-30,3.880
69500,2020-01-25,0.243
80569,2020-06-16,2.392
13024,2020-03-13,0.097
248696,2020-05-23,0.000
106646,2019-06-03,0.291
283681,2020-05-10,1.898
250387,2019-06-11,10.270
244391,2021-01-01,1.125
16129,2020-03-10,0.366
132516,2019-11-22,0.243
262259,2020-10-09,0.657
249971,2020-06-22,450.000
256502,2020-08-09,0.000
13942,2020-08-23,1.404
244424,2019-07-15,30.400
42923,2019-06-23,0.945
848,2021-02-27,0.608
32053,2020-06-18,250.104
55005,2019-03-23,0.440
102613,2021-01-20,0.000
257402,2021-02-18,2.240
244391,2020-09-30,1.141
152526,2020-04-11,0.052
9953,2020-10-27,0.526
249971,2018-12-23,5.550
244424,2019-08-06,8.280
798,2019-09-01,0.520
132516,2020-09-20,0.311
251704,2020-03-26,11.087
178474,2020-02-06,0.014
245028,2020-07-09,2.885
5479,2020-01-03,0.601
16581,2020-05-24,0.000
261206,2020-02-18,0.705
4910,2020-04-15,1.359
8621,2019-10-26,1.277
249660,2021-02-02,1.021
250195,2020-05-13,3.697
5802,2019-07-19,10.362
245105,2019-03-21,5.870
13537,2020-12-21,2.130
71392,2020-10-02,1.030
250855,2020-03-28,0.505
274411,2019-01-25,0.193
250175,2018-12-12,6.360
55005,2020-06-07,1.110
253374,2020-11-15,0.014
139516,2020-07-24,56.475
245105,2020-09-27,0.450
21106,2020-04-14,0.144
250567,2020-06-30,6.707
13636,2021-03-11,1.356
86661,2020-07-16,0.702
150998,2019-12-27,1.040
255829,2020-11-11,0.744
250004,2018-12-13,1.140
252388,2019-04-29,418.850
256970,2020-04-28,0.171
6557,2020-01-04,0.159
256969,2019-07-06,0.922
181113,2020-08-17,0.090
269089,2020-05-29,2.437
37358,2021-03-01,0.168
135605,2020-01-20,1.117
128194,2019-06-16,0.446
262929,2019-05-07,0.886
249943,2020-10-20,36.430
144822,2020-08-16,0.381
251881,2019-08-02,1.091
3592,2020-12-02,0.000
7038,2019-10-24,0.326
283681,2020-01-20,3.168
250202,2020-12-21,2.979
137018,2020-04-30,0.253
251881,2018-12-14,1.453
116228,2019-04-15,0.512
247389,2020-03-09,1.849
251704,2020-06-07,0.006
57653,2021-02-12,0.604
33804,2019-05-23,0.677
17592,2019-09-03,0.141
76953,2020-08-29,0.170
250252,2020-02-12,0.150
122982,2020-10-06,0.395
20884,2020-01-30,0.016
261986,2019-01-09,1.200
247568,2018-12-08,0.014
139517,2021-03-05,78.454
7336,2019-11-27,0.008
102613,2020-04-13,0.000
244680,2020-05-30,1.068
248365,2020-04-04,0.310
246272,2019-09-12,1.714
262259,2020-07-12,0.679
190642,2020-09-10,0.406
250567,2020-06-26,6.742
5479,2020-01-31,0.440
24294,2020-10-13,0.427
135191,2020-07-25,0.750
256971,2021-01-22,0.000
56796,2019-10-14,0.000
247568,2021-02-03,0.223
10481,2019-07-10,0.710
13636,2019-10-21,2.303
139514,2019-09-26,0.887
107431,2019-02-18,59.820
144822,2020-12-13,0.321
245105,2020-06-11,0.570
798,2020-07-06,0.305
254812,2021-02-23,0.767
260726,2020-06-06,0.002
247568,2019-12-26,0.004
256946,2021-03-21,3.690
150998,2019-03-10,0.900
16581,2020-10-14,0.566
256972,2021-01-11,0.110
17194,2019-02-26,1.575
178474,2020-05-24,0.414
17194,2019-04-04,1.318
32053,2020-03-14,170.176
142606,2020-07-06,1.137
248365,2020-09-19,19.370
5493,2020-07-31,0.000
261986,2019-09-15,0.985
17592,2018-12-16,0.161
85008,2020-05-25,2.205
37358,2020-04-25,0.000
250197,2019-05-22,3.305
244899,2019-10-26,0.060
6557,2019-02-28,0.423
261986,2019-08-24,0.691
115301,2020-05-03,1.444
6562,2019-09-07,0.070
6547,2019-04-26,0.220
249971,2021-03-04,590.000
32383,2020-05-11,120.800
106646,2021-02-10,0.154
253208,2019-06-13,0.756
17980,2020-12-22,0.373
246272,2019-03-27,1.429
4910,2019-11-05,2.371
250202,2019-06-05,2.271
56988,2020-09-07,0.000
253208,2020-06-30,0.694
253208,2020-12-11,0.976
253208,2019-03-12,5.840
108293,2019-12-13,0.550
260283,2021-02-25,9.470
263528,2020-02-29,1.158
249397,2021-02-23,6.740
150462,2020-09-13,0.230
20753,2019-04-25,0.299
263623,2020-08-10,24.110
245515,2020-05-16,0.672
33447,2021-03-14,1.101
3592,2020-09-30,0.000
17592,2020-09-28,0.037
261206,2020-05-18,0.808
256508,2019-03-10,0.000
71392,2019-08-11,1.018
250781,2020-03-28,0.152
274411,2020-05-01,0.169
246032,2020-12-05,0.807
256766,2020-03-23,3.574
244680,2019-01-11,2.616
256508,2020-01-18,0.000
37309,2020-10-10,19.435
152526,2019-07-20,0.304
17592,2019-02-25,0.144
190642,2021-02-03,0.527
16129,2021-01-08,0.476
13024,2021-02-02,0.000
7038,2019-12-16,0.264
246032,2019-11-18,1.690
244680,2019-11-22,26.555
249897,2020-05-11,31.809
20550,2020-06-01,0.598
5802,2020-06-21,0.004
250282,2020-10-30,1.352
277704,2020-01-22,0.281
252287,2020-02-02,0.639
131327,2020-09-17,0.000
261100,2020-02-01,0.121
250022,2020-02-25,289.100
5493,2019-12-10,0.000
65583,2021-02-05,0.368
246516,2021-01-17,0.000
256655,2021-01-31,0.000
252287,2019-06-03,0.173
250175,2019-05-28,6.900
249897,2020-11-17,30.698
139514,2019-04-03,0.663
4910,2019-10-19,2.238
115301,2020-02-27,1.324
115301,2020-03-20,1.955
34770,2019-01-17,1.443
69535,2020-07-08,1.165
4910,2020-12-19,1.386
2809,2020-09-15,0.090
20342,2019-05-23,1.322
108293,2019-09-16,0.365
20884,2020-07-19,0.006
68102,2021-01-04,1.450
264362,2021-03-05,0.969
184099,2020-03-12,0.458
249660,2021-01-24,1.089
6562,2020-10-11,0.292
245493,2020-12-29,0.878
269416,2020-08-20,0.538
39681,2019-10-07,0.579
263567,2020-03-17,4.610
137018,2019-07-27,0.866
256351,2020-07-07,0.944
112490,2020-04-12,0.724
250567,2020-01-02,7.737
58197,2020-04-29,0.477
136482,2019-02-06,0.321
80569,2020-11-08,0.756
4910,2020-08-17,1.879
144822,2019-10-20,0.354
34770,2019-11-16,0.629
12857,2019-08-21,4.092
115301,2019-11-17,1.073
6562,2019-03-01,0.056
264909,2020-12-11,0.380
256156,2020-11-26,1.370
20681,2019-04-05,0.510
37309,2020-04-03,25.540
16129,2018-12-10,0.367
135605,2019-08-21,0.000
178474,2019-12-05,0.270
69535,2020-09-12,1.403
716,2020-04-13,1.404
13636,2019-10-12,1.191
245028,2020-05-05,3.162
250567,2019-09-17,7.159
1004,2019-05-01,0.457
21106,2019-12-25,0.000
6562,2020-04-23,0.140
259866,2020-12-30,0.455
74697,2020-10-23,0.511
255456,2019-04-26,0.626
37302,2021-03-18,1.167
273259,2020-12-23,0.344
29401,2020-01-12,1.167
251229,2020-03-12,2.160
33804,2019-08-10,1.216
152526,2019-01-11,0.000
152526,2020-03-11,0.000
11741,2019-01-22,1.128
97105,2020-08-09,4.445
16581,2020-06-12,0.021
246032,2020-01-30,1.160
245302,2019-04-12,2.982
251229,2020-02-19,1.900
273259,2020-01-31,0.121
256971,2019-12-27,0.213
107431,2018-12-30,5.560
10065,2019-06-23,0.000
54212,2019-11-25,0.914
848,2020-09-16,0.513
261616,2020-03-12,4.093
250004,2020-03-05,82.000
253177,2020-07-18,0.456
54212,2021-03-03,0.825
250175,2019-12-30,6.900
5802,2020-03-31,0.136
260417,2019-11-26,0.546
102613,2020-04-17,0.000
260185,2021-03-03,5.837
132516,2019-03-23,0.357
252287,2019-11-23,0.740
107142,2019-08-17,0.310
250004,2019-07-02,26.680
6507,2020-03-20,0.000
256156,2020-01-01,1.540
136212,2020-05-06,1.184
6555,2020-03-29,0.660
69500,2019-10-24,0.498
9953,2019-03-01,0.166
34770,2019-05-30,0.888
13636,2020-12-30,1.820
6562,2020-01-03,0.172
13636,2019-12-25,0.753
72238,2021-03-09,0.066
246516,2020-04-22,0.000
16581,2020-02-22,0.168
246516,2019-03-02,0.000
34770,2020-08-26,1.661
246032,2020-11-12,1.596
256508,2019-05-16,0.000
260726,2019-08-07,0.419
255086,2020-07-05,0.085
32383,2020-05-22,0.000
139516,2019-07-29,45.739
250197,2019-07-31,4.587
256920,2021-01-16,1.740
261206,2020-12-14,0.764
250202,2019-06-08,3.089
106646,2020-03-07,0.245
13155,2019-02-24,0.000
244680,2020-11-26,5.212
798,2019-02-28,0.606
34770,2020-03-06,0.819
248365,2021-02-28,0.400
245515,2021-01-26,0.774
248696,2019-07-26,0.030
250781,2021-01-11,0.263
251881,2019-07-27,1.478
29330,2019-10-23,1.518
245105,2020-09-05,0.100
247568,2020-08-08,0.000
251881,2019-04-01,1.018
256502,2019-11-05,0.000
107142,2021-02-26,0.368
33447,2020-07-10,0.736
245883,2021-02-12,0.607
32053,2021-03-23,163.142
261517,2020-10-09,0.000
107142,2019-08-03,0.095
250020,2019-11-14,1525.600
256655,2021-01-05,0.000
261616,2020-06-04,140.181
190642,2020-08-23,0.244
6547,2020-09-25,0.333
248098,2020-03-27,0.043
37302,2020-05-22,0.042
33804,2020-08-05,1.172
7038,2018-12-27,0.613
254695,2019-12-02,2.939
262462,2020-05-04,2.259
250567,2021-02-25,8.383
247568,2019-10-26,0.000
249943,2019-05-09,32.240
251704,2018-12-14,10.348
152526,2019-11-07,0.000
187271,2020-10-21,1.104
250095,2021-02-06,1.000
245883,2020-01-30,1.076
252388,2020-08-18,121.575
32383,2020-02-01,0.000
3592,2020-08-17,0.000
142606,2020-08-26,1.117
263623,2020-06-27,14.000
15898,2020-12-14,0.531
245314,2020-05-28,0.020
250567,2019-09-22,12.779
716,2019-07-10,0.757
3592,2021-01-16,0.000
246272,2019-10-14,0.469
3592,2019-08-03,0.000
139514,2020-01-06,0.918
6557,2019-05-15,0.332
250199,2020-06-12,3.347
13942,2019-06-22,2.684
256084,2020-11-09,0.306
246272,2021-02-13,0.009
256351,2021-03-10,1.195
76953,2020-05-16,0.230
244858,2020-07-29,2.324
274411,2019-01-16,0.211
253177,2020-09-07,0.000
256972,2019-08-30,0.250
253208,2020-12-26,0.855
85008,2020-07-30,1.073
139516,2020-11-12,54.983
255813,2021-02-06,10.672
245344,2020-05-14,0.053
65583,2019-12-08,0.002
34770,2019-02-08,1.108
254538,2020-05-07,0.689
107431,2019-06-29,0.000
85008,2020-08-21,0.669
269416,2020-07-07,0.323
250097,2020-06-11,3.331
253208,2020-09-26,0.980
34770,2019-03-19,1.811
246272,2020-01-27,1.666
13784,2020-01-04,1.420
76953,2020-04-14,0.232
199151,2021-02-10,0.308
97105,2020-10-09,0.963
244424,2019-06-14,4.140
69535,2020-05-30,0.639
269752,2019-08-30,0.705
250004,2020-07-16,86.000
139516,2019-06-16,41.987
13636,2020-09-10,2.011
4910,2019-10-16,2.516
179630,2020-09-15,0.000
254695,2020-02-11,2.906
248128,2021-03-22,0.956
247568,2020-07-28,1.579
16129,2019-06-29,0.617
255254,2021-02-08,0.270
10481,2020-10-01,1.102
256502,2020-04-17,0.000
249897,2019-06-09,405.870
245883,2020-05-11,0.573
250567,2020-06-07,4.806
255086,2021-03-17,0.112
20342,2018-12-06,0.966
244391,2021-02-28,1.556
256872,2021-01-06,1.009
848,2020-08-24,0.234
49043,2020-05-02,1.185
187989,2020-10-31,0.000
248696,2021-03-09,0.074
72055,2020-08-19,0.222
17194,2019-07-23,1.314
283681,2020-12-03,2.587
128194,2020-06-07,0.448
245028,2020-11-26,3.395
112490,2019-08-17,0.206
139516,2019-02-15,40.174
16581,2020-01-27,0.000
24294,2020-04-28,0.237
262929,2019-10-22,0.910
268752,2019-05-14,1.095
250175,2019-08-24,1.900
261206,2019-06-16,1.280
245317,2020-03-20,0.121
246516,2019-10-21,0.000
245105,2020-11-26,1.730
24294,2019-05-05,0.008
33447,2019-10-07,0.760
245302,2019-03-26,7.654
24294,2019-02-23,0.174
252388,2020-10-23,124.592
57653,2019-09-25,0.685
20550,2019-08-14,0.363
