AccountOID,ConsumptionDate,Consumption
269752,2020-06-14,1.053
112490,2020-01-14,0.391
20884,2019-07-05,0.122
44788,2019-08-13,0.870
116228,2019-11-18,0.461
40839,2019-12-19,0.641
255813,2020-08-21,0.014
264909,2019-09-27,0.470
13024,2020-06-22,0.000
137018,2020-12-25,0.223
144822,2020-10-30,0.261
1004,2019-04-25,0.659
260417,2021-02-21,1.238
187989,2019-02-16,0.698
6547,2020-01-08,0.000
86661,2019-11-20,0.342
187989,2019-07-20,0.577
257225,2021-03-02,0.271
55005,2019-08-02,0.837
247568,2020-10-03,0.000
254538,2020-06-09,0.534
244391,2020-07-02,1.465
244424,2020-01-19,0.400
260283,2020-08-10,0.712
250195,2020-06-09,4.732
249397,2020-11-24,6.033
256502,2020-12-19,0.000
71392,2021-03-17,1.166
72055,2020-11-23,0.156
6555,2019-12-08,1.033
252287,2020-12-12,0.484
269084,2020-03-16,39.900
244905,2020-09-04,0.747
116228,2020-01-17,0.515
250095,2020-06-21,0.486
9953,2019-10-12,0.316
848,2020-12-11,0.585
16581,2020-07-12,1.038
102613,2020-06-29,0.000
263623,2020-12-01,20.470
250387,2020-02-20,1.548
69500,2019-11-28,0.511
250855,2020-02-09,0.707
245105,2020-11-01,1.830
250255,2020-10-26,5.696
108293,2020-01-28,0.448
5479,2020-07-18,0.935
244905,2020-04-02,0.201
249860,2019-06-07,2.269
249971,2020-11-20,490.000
250095,2018-12-15,0.203
187271,2019-02-06,1.318
56796,2021-01-27,0.981
259866,2019-10-01,0.440
40839,2020-07-19,0.597
56988,2021-01-24,0.000
244424,2019-03-19,1.720
256502,2020-10-08,0.000
250022,2019-10-10,917.300
256946,2019-10-07,26.000
249943,2019-03-16,34.150
39681,2020-01-26,0.380
264362,2020-11-26,0.730
798,2020-02-21,0.577
250409,2020-09-18,0.000
245302,2019-05-12,0.489
152526,2020-07-12,0.603
261517,2019-12-02,0.000
56796,2020-11-30,1.251
56796,2019-03-25,1.501
152526,2020-10-13,0.107
20753,2020-03-25,0.502
108293,2020-10-11,0.258
260283,2020-04-06,0.059
17980,2019-09-14,0.500
256502,2020-10-30,0.000
124089,2020-11-27,0.265
8621,2020-03-25,1.043
250567,2020-03-06,7.214
152526,2019-01-14,0.000
7038,2020-08-30,0.369
244858,2020-11-15,0.891
13537,2020-11-17,1.298
136213,2019-12-11,7.494
187989,2019-02-02,0.538
37358,2019-06-05,0.065
46157,2020-09-17,0.974
251704,2019-06-11,2.266
24294,2019-10-15,0.457
250255,2020-06-07,0.519
256609,2020-12-26,1.034
252388,2020-08-03,115.973
268752,2020-07-16,1.185
187271,2018-12-10,0.929
139514,2019-08-29,0.538
67113,2020-04-18,0.000
250095,2019-02-11,0.070
136213,2019-10-01,4.455
136482,2019-12-10,0.679
184099,2021-03-10,0.448
199151,2020-03-27,0.000
16129,2020-11-10,0.530
249943,2020-09-12,29.840
250255,2020-12-23,2.309
256924,2020-11-07,0.682
72055,2020-02-14,0.119
256970,2020-04-12,0.197
150998,2019-10-11,0.717
76953,2020-01-18,0.272
259866,2021-01-30,0.169
256969,2019-10-04,0.381
244391,2019-12-03,0.632
268752,2019-01-18,1.394
13155,2021-02-01,0.286
244858,2021-01-24,0.641
262462,2020-09-04,2.101
10481,2021-03-13,1.015
39681,2020-03-24,0.464
13964,2021-02-16,1.760
199151,2019-10-16,0.136
136212,2020-05-05,1.586
249943,2021-01-31,32.400
244424,2020-07-18,9.770
151213,2020-11-23,0.433
29102,2020-12-08,1.330
24294,2019-08-05,0.027
257172,2019-12-23,0.285
33804,2020-06-27,0.554
259030,2020-12-10,0.064
128194,2020-08-29,0.479
257402,2021-01-15,2.130
29102,2019-06-12,1.179
7038,2020-11-18,0.506
17592,2020-07-09,0.207
20550,2019-11-05,0.330
257402,2021-02-06,1.600
259866,2019-11-05,0.310
244905,2020-10-18,0.319
248128,2020-08-09,0.324
20550,2019-11-27,0.342
34770,2019-04-27,0.752
245302,2019-07-09,3.778
250097,2020-08-28,2.297
136213,2020-09-28,10.871
256502,2020-03-14,0.000
124089,2020-07-10,0.000
248128,2020-01-02,1.118
4910,2019-12-09,2.436
13964,2020-04-21,2.253
249397,2020-01-13,10.147
13636,2020-05-01,0.640
258102,2021-03-06,0.000
13024,2020-11-13,0.000
55005,2019-07-29,1.081
264909,2020-09-04,0.100
250195,2020-07-12,5.267
283681,2019-11-27,2.319
59449,2019-09-24,0.976
248696,2019-04-13,0.024
7336,2020-07-13,0.195
865,2021-02-02,0.294
29102,2020-10-24,1.031
62776,2020-04-16,0.565
262462,2020-12-15,1.656
80569,2020-06-27,0.690
6562,2020-01-24,0.127
40839,2019-06-09,0.845
13537,2021-02-16,1.260
135605,2019-10-04,0.000
107142,2019-08-16,0.364
254525,2021-01-04,0.000
115301,2019-03-10,0.877
5479,2019-09-09,0.690
251881,2020-03-04,1.676
13537,2019-09-25,1.010
256969,2020-09-25,0.065
246629,2019-09-18,1.047
269752,2019-08-22,0.741
44788,2020-06-15,0.736
102613,2020-04-02,0.000
865,2020-05-25,2.173
269752,2019-06-24,0.470
256971,2020-09-13,0.000
13942,2019-07-10,2.005
3592,2020-05-20,0.000
132516,2020-07-04,0.347
72055,2021-02-19,0.192
245992,2020-05-29,2.734
252969,2020-10-18,3.563
32383,2019-07-05,0.800
71392,2020-07-04,0.779
33804,2020-05-27,0.547
76953,2020-05-20,0.284
256609,2021-01-31,1.485
255813,2019-10-15,14.314
32053,2020-03-20,123.206
260185,2019-10-22,10.639
17194,2019-07-12,1.190
249397,2020-12-01,5.047
68102,2019-12-14,0.000
251704,2019-12-31,0.216
262645,2020-05-03,0.025
255829,2020-09-30,0.780
135605,2020-04-25,0.346
42923,2019-12-06,0.618
190642,2020-03-15,0.308
17980,2020-05-13,0.932
108293,2019-02-27,0.251
175989,2020-07-28,0.000
44788,2019-07-09,0.556
13024,2020-01-24,0.310
248696,2020-08-17,0.000
249971,2019-06-07,6.200
67113,2021-03-07,0.000
171301,2021-01-03,0.000
13942,2020-03-15,1.375
262835,2019-06-20,4.894
245105,2019-10-24,5.460
250022,2020-09-20,115.200
256766,2019-06-05,23.761
256924,2020-03-07,0.542
71392,2019-04-02,1.638
44135,2020-09-03,1.363
245302,2019-06-18,4.190
72238,2019-12-25,0.002
261100,2020-02-07,1.027
250197,2020-10-17,4.479
102613,2021-03-05,0.000
256919,2020-06-23,0.073
12857,2020-04-17,2.405
56988,2020-02-16,0.000
251704,2020-02-06,1.354
255813,2020-10-20,9.474
263528,2019-02-26,1.810
199151,2020-06-14,0.063
34770,2019-06-04,1.003
7336,2020-03-02,0.462
250409,2020-10-03,0.000
248917,2019-07-31,38.408
20753,2020-04-09,0.508
250567,2020-05-17,5.385
6555,2020-08-25,0.638
136212,2020-08-14,1.920
37309,2020-03-17,24.384
246272,2020-02-25,1.564
8621,2020-10-20,1.543
7038,2019-04-06,0.245
246272,2019-02-19,1.995
248696,2019-04-25,0.090
250197,2019-12-06,4.054
76953,2020-03-16,1.493
248917,2020-07-18,2.932
250095,2019-04-22,0.107
249860,2020-05-08,2.211
187989,2019-09-10,0.234
798,2019-11-22,1.066
44788,2020-03-30,1.190
17194,2019-09-07,1.756
6555,2019-12-04,0.274
71392,2019-09-14,0.949
269416,2021-03-13,0.627
16129,2018-12-25,0.388
244680,2019-06-11,13.278
248098,2020-09-12,0.279
7038,2020-11-19,0.252
86661,2020-05-05,0.317
171301,2020-02-17,0.585
151213,2020-07-07,0.546
13636,2020-07-23,0.758
246272,2020-05-18,0.081
13964,2020-03-30,1.990
269416,2020-03-17,0.319
97105,2020-05-03,1.126
13942,2020-07-06,1.534
263623,2020-06-12,9.080
261206,2019-11-16,1.132
40839,2020-11-25,0.256
40839,2019-05-28,0.487
115301,2019-10-06,1.339
263567,2020-12-15,3.510
267585,2019-10-09,15.705
244858,2019-03-13,3.992
8621,2019-09-08,1.268
260283,2020-02-20,18.148
716,2020-07-22,0.306
123533,2021-03-20,0.208
8621,2021-03-08,1.639
124089,2020-02-22,0.456
245302,2020-04-24,1.038
263528,2020-03-24,1.611
250020,2020-07-04,446.800
245344,2019-10-14,0.026
179922,2020-10-24,0.598
17194,2019-08-26,1.446
108293,2021-03-09,0.371
97302,2019-11-27,0.055
175989,2019-04-23,0.000
248365,2020-12-09,0.980
249660,2020-12-16,0.854
13964,2020-04-09,1.657
116228,2020-09-16,0.702
139516,2020-02-11,59.913
262929,2020-02-13,0.706
142606,2019-03-01,1.331
253177,2020-12-28,0.238
268752,2020-05-31,1.259
716,2019-04-03,0.514
245317,2021-01-16,0.273
20342,2019-03-08,1.033
116228,2020-08-25,0.703
250574,2020-06-03,1.256
245314,2020-02-20,0.000
152526,2020-09-10,0.119
245958,2020-10-27,8.890
115301,2020-06-06,1.691
244391,2020-04-09,1.074
6557,2018-12-07,0.161
262259,2020-08-25,0.642
256502,2020-03-02,0.000
256084,2020-12-18,0.236
260221,2020-07-03,0.870
249971,2020-02-27,445.000
171301,2019-10-11,0.283
269752,2020-01-12,0.989
249943,2019-12-19,28.840
72055,2021-01-17,0.305
250199,2020-07-11,3.393
269752,2019-10-23,0.470
260726,2020-09-16,0.238
56988,2020-06-08,0.006
256924,2019-11-12,0.583
187271,2020-04-13,0.937
256946,2020-01-07,23.810
107431,2020-06-29,70.900
21106,2020-07-05,0.004
250020,2020-02-26,747.000
254695,2020-10-15,2.319
258924,2021-02-09,0.555
245105,2021-02-27,1.630
248917,2019-05-03,17.061
250387,2019-09-23,1.094
72055,2021-01-07,0.707
106646,2020-08-29,0.869
283681,2019-09-08,0.465
74697,2020-09-12,0.393
255829,2021-02-10,1.949
250195,2020-10-01,3.228
251704,2020-05-12,3.471
139515,2019-06-08,0.347
6562,2019-11-17,0.207
152526,2019-06-14,0.000
13537,2019-10-05,1.115
249660,2020-07-30,1.126
42923,2020-11-05,1.366
184099,2020-05-14,0.382
179922,2019-10-19,0.367
245028,2021-01-22,5.155
246272,2019-05-23,0.862
80569,2021-02-24,0.394
245314,2019-11-19,0.110
37309,2020-06-05,0.062
76953,2020-12-19,1.390
249943,2019-10-12,29.170
261986,2019-09-03,0.942
139513,2020-02-14,54.130
69500,2021-03-06,0.839
256655,2021-01-18,0.000
58197,2020-07-26,0.445
20884,2019-07-31,0.774
58197,2020-05-16,0.518
6557,2020-01-19,0.116
264909,2020-06-28,0.000
115301,2019-02-28,0.953
65583,2020-04-08,0.000
272294,2019-06-09,0.557
34770,2020-02-24,0.778
71392,2019-06-25,3.599
49043,2020-04-08,1.700
245344,2020-10-07,0.032
260221,2020-09-25,1.140
24294,2019-10-12,0.076
256502,2019-04-18,0.000
59449,2021-02-28,1.434
3592,2021-03-21,0.000
248696,2020-03-12,0.081
256972,2019-03-10,0.170
263623,2021-03-11,20.560
181113,2019-07-19,176.470
250199,2020-04-05,4.301
3592,2020-10-24,0.000
249860,2019-03-31,1.528
152526,2020-06-10,0.217
20884,2019-08-14,0.654
251704,2020-07-13,1.424
15898,2020-06-24,0.723
184099,2020-09-25,0.311
256508,2019-03-21,0.000
131327,2019-01-21,1.147
151568,2020-07-04,4.342
245375,2019-07-13,0.320
263528,2021-01-24,1.374
245332,2020-07-19,0.000
85008,2020-03-11,0.445
37358,2019-08-12,0.000
71392,2021-03-07,0.815
44135,2020-09-13,1.007
80569,2019-10-08,0.249
49043,2019-03-13,2.019
40839,2020-01-28,0.651
65583,2020-05-29,0.002
1004,2020-07-16,0.556
171301,2020-07-29,0.000
262259,2020-03-22,0.611
250175,2019-12-05,6.800
244905,2020-05-29,0.468
139516,2021-02-24,51.526
269752,2021-02-18,0.332
57653,2021-02-02,0.697
244680,2019-05-29,6.088
253177,2020-09-16,1.416
107431,2019-06-18,30.370
262462,2021-01-26,1.061
236489,2020-08-30,0.046
7038,2021-02-10,0.380
123533,2019-08-27,0.591
261100,2020-08-02,0.957
29401,2019-05-19,1.281
261616,2021-02-24,7.100
3592,2020-07-14,0.000
37358,2019-01-21,0.220
68102,2019-10-19,0.000
254538,2020-06-12,0.526
255456,2019-06-20,0.478
67113,2019-07-04,1.984
152526,2020-04-20,0.056
33447,2020-07-22,0.616
245314,2020-11-11,11.550
248917,2020-12-07,3.008
6564,2019-08-25,0.010
124089,2020-04-26,0.434
244424,2020-06-16,0.030
116228,2020-01-07,0.592
6562,2019-06-07,0.085
17194,2018-12-16,2.005
250095,2020-03-21,0.320
267585,2019-07-07,82.610
246516,2019-09-17,0.000
80569,2020-07-07,0.419
124089,2020-06-30,0.367
260417,2020-04-04,0.503
17592,2021-02-24,0.138
184099,2020-08-13,0.490
256971,2019-11-10,0.185
187271,2019-09-16,0.485
261206,2020-01-01,0.980
71392,2019-09-04,0.623
245302,2019-11-25,3.331
249660,2020-10-09,1.069
256655,2020-11-21,0.000
13942,2020-02-18,1.484
139517,2021-02-04,79.667
29102,2019-11-10,1.270
44788,2021-01-24,0.903
142606,2019-01-02,2.654
108293,2019-04-23,0.514
247000,2020-03-01,1.277
262835,2019-08-04,4.710
116228,2020-10-22,0.578
267585,2019-10-31,13.374
16581,2020-11-03,0.528
106646,2020-08-07,0.175
251881,2020-12-07,0.835
136213,2019-11-18,5.770
11741,2020-09-21,2.553
9953,2018-12-24,0.511
151213,2020-11-13,0.385
6564,2020-08-30,0.309
252287,2020-05-05,0.476
256609,2021-03-17,1.604
136213,2019-12-10,5.985
1004,2019-12-24,0.757
151213,2020-01-05,0.637
29102,2019-10-19,1.238
7336,2020-05-15,0.130
250195,2020-09-18,2.738
59449,2019-09-02,0.805
16581,2020-10-21,0.508
256156,2019-07-12,4.000
187271,2020-05-30,0.593
150462,2020-05-09,0.160
13537,2021-02-06,1.147
273259,2020-01-04,0.046
9953,2020-11-19,0.289
37309,2020-05-14,22.556
253374,2020-12-08,0.333
251229,2019-11-21,5.200
246032,2019-10-15,0.775
6557,2021-03-11,0.129
250574,2021-01-09,0.023
249897,2019-11-29,35.937
12857,2019-09-05,2.168
250567,2020-11-05,6.821
13024,2021-01-20,0.058
9953,2019-05-22,0.331
29401,2020-08-02,1.367
253374,2020-12-30,0.026
7336,2020-07-23,0.230
106646,2019-12-31,0.337
848,2021-01-22,0.478
250574,2020-12-18,1.315
256919,2020-05-18,0.000
6557,2021-03-13,0.479
123533,2019-01-31,0.250
65583,2020-07-09,0.103
250095,2019-10-16,0.687
37302,2020-02-03,4.681
20041,2021-03-21,0.361
56796,2019-04-03,1.632
7087,2020-02-04,0.000
250855,2020-10-31,0.800
258924,2020-10-18,0.586
246629,2020-09-18,2.235
250004,2019-03-12,0.430
250095,2021-01-12,0.517
44788,2020-08-20,0.601
136213,2020-12-16,10.245
33804,2019-02-23,0.968
798,2019-09-21,0.554
252287,2021-02-09,0.337
10481,2020-04-05,1.205
97302,2020-04-10,0.243
267585,2019-01-30,64.570
128194,2019-06-04,6.190
254538,2020-11-17,0.304
132516,2021-01-10,0.442
246629,2020-08-03,1.793
72238,2020-12-25,0.001
250004,2019-09-25,1.340
76953,2019-09-14,0.515
249860,2019-10-30,1.362
251704,2019-09-20,9.169
250781,2020-02-24,0.042
68102,2018-12-13,0.152
256766,2020-01-03,7.721
256971,2021-01-23,0.000
245493,2020-08-20,1.484
44788,2020-04-25,1.025
255813,2021-01-16,7.227
20753,2019-09-12,0.758
251704,2019-03-06,11.258
251704,2018-12-25,0.000
72238,2021-03-23,0.185
76953,2019-09-07,0.308
251881,2020-05-20,1.760
260726,2020-02-28,0.002
58197,2020-08-08,0.572
39681,2020-11-26,0.463
137018,2019-04-19,0.687
71392,2020-11-15,0.856
256609,2020-01-02,0.781
46157,2020-04-04,1.654
40839,2020-07-15,0.254
261206,2019-04-07,1.080
6557,2020-01-05,0.203
251881,2020-05-27,1.661
249971,2019-09-25,505.000
44788,2018-12-16,0.661
256084,2019-07-18,2.970
259030,2020-10-27,0.059
1004,2021-03-23,0.470
264909,2021-01-08,0.940
247389,2019-12-06,1.545
254695,2020-08-21,222.614
257225,2020-08-24,0.278
259866,2020-04-22,0.449
20550,2020-04-22,0.449
6547,2020-09-04,0.007
3592,2019-11-12,0.000
34770,2019-04-14,0.915
245105,2018-12-21,2.240
250387,2020-08-21,1.448
261206,2018-12-29,1.196
33804,2019-09-19,1.106
248128,2020-10-05,0.708
181113,2020-11-08,0.000
245302,2020-12-22,5.684
248224,2021-01-17,2.488
116228,2020-01-13,0.349
250022,2020-08-03,122.500
29330,2020-02-09,1.090
253208,2020-10-26,1.410
181113,2020-02-07,0.000
250175,2019-03-30,1.900
6555,2020-07-04,0.786
262462,2020-09-01,1.049
269416,2020-05-03,0.303
12857,2020-01-16,2.375
255829,2020-10-04,1.268
246272,2020-02-03,2.090
261206,2020-03-28,0.851
257402,2020-10-23,3.410
187989,2019-09-14,0.618
135191,2020-11-12,0.568
261517,2020-08-11,0.000
7336,2020-01-10,0.060
16581,2019-02-22,0.000
86661,2020-04-27,0.259
16129,2020-06-28,0.444
256972,2020-04-21,0.000
34770,2019-09-19,1.148
272294,2020-10-23,0.088
247000,2020-02-18,1.009
71392,2021-03-06,0.505
13155,2019-11-23,0.000
29330,2020-08-26,1.019
55005,2020-04-09,0.997
250574,2020-03-11,1.849
250022,2021-02-24,282.200
139517,2020-11-20,74.506
56796,2020-10-26,1.099
255254,2019-05-30,0.591
252388,2021-03-22,146.431
261206,2019-09-05,0.655
255086,2020-06-01,0.155
256972,2019-03-14,0.270
72238,2020-05-30,0.387
178474,2020-03-01,0.034
72055,2020-04-28,0.284
15898,2020-06-28,0.858
253374,2021-03-24,0.636
44788,2021-01-09,1.242
272294,2019-09-11,0.120
179630,2021-02-28,0.000
256972,2019-09-29,0.260
244680,2020-05-09,0.075
262835,2020-01-05,3.661
181113,2019-07-13,154.820
86661,2021-02-16,0.469
848,2019-09-06,0.470
254812,2019-03-02,0.028
246272,2018-12-26,0.212
267585,2019-02-09,114.580
245314,2019-08-10,7.470
716,2020-07-31,0.498
59449,2020-08-09,1.610
262259,2020-10-11,1.114
250282,2020-02-16,0.590
116228,2020-09-19,0.885
245344,2020-02-14,0.023
262929,2019-02-07,1.461
250197,2019-10-21,3.666
152526,2019-12-17,0.000
44788,2019-04-16,1.196
251881,2020-09-18,0.677
7038,2019-05-11,0.616
128194,2020-11-18,0.315
248098,2019-11-04,12.740
20753,2020-06-03,0.650
256946,2019-10-08,27.630
245515,2021-02-08,0.988
69535,2020-02-22,1.069
262929,2019-05-11,0.909
16581,2020-11-13,0.280
259030,2020-05-14,0.127
254812,2019-12-27,0.572
250781,2020-06-17,0.048
5479,2019-10-14,0.966
49043,2019-12-02,1.124
263528,2020-01-26,1.413
71392,2020-10-14,1.098
249860,2020-02-27,1.816
150462,2019-03-29,0.390
17980,2021-01-25,0.283
273259,2021-01-21,0.208
245883,2020-08-12,1.098
250781,2020-07-23,0.142
256655,2020-07-05,0.000
250409,2020-10-13,0.000
245958,2021-03-16,0.640
20753,2020-03-27,0.207
136213,2019-05-15,4.822
55005,2019-10-08,0.774
44788,2019-02-28,0.883
116228,2019-05-16,0.624
246066,2021-01-07,12.610
272294,2019-05-29,0.097
171301,2020-02-04,0.728
142606,2020-06-10,1.171
250855,2020-01-30,7.370
8621,2019-08-29,1.482
246596,2019-07-03,0.310
256502,2020-01-04,0.000
20681,2019-03-08,0.390
13155,2019-02-12,0.344
128194,2019-04-15,2.980
246516,2019-12-07,0.000
263567,2021-02-21,1.820
56796,2020-02-26,0.977
269089,2020-09-26,0.690
270305,2020-04-20,0.000
274411,2020-09-06,0.292
76953,2019-09-22,0.119
85008,2020-07-22,0.718
245375,2020-10-03,0.060
181113,2019-09-23,0.000
62776,2020-03-12,0.514
97302,2020-07-03,0.700
256502,2020-01-27,0.000
1004,2019-09-09,0.414
137018,2020-03-24,0.232
252388,2019-04-14,411.490
13155,2019-03-07,0.110
132516,2020-08-16,0.355
259866,2020-09-13,0.583
16129,2019-08-27,0.620
254525,2020-03-30,0.002
245314,2019-12-14,0.000
244899,2019-08-10,0.463
33447,2020-12-17,1.331
253177,2021-02-23,2.255
260221,2020-10-02,1.020
261616,2020-01-20,6.184
7038,2021-02-03,0.312
263623,2020-02-08,11.690
247568,2020-11-26,0.466
249860,2020-07-02,1.755
250781,2019-07-31,0.111
244391,2020-02-02,0.768
184099,2019-06-24,1.132
3592,2019-09-13,0.000
72238,2020-12-15,0.271
187989,2020-03-31,0.669
135191,2020-03-07,0.496
106646,2021-03-17,0.106
8621,2021-01-02,1.156
250567,2019-07-12,5.953
97105,2019-11-23,1.021
13155,2019-11-16,0.000
58197,2021-02-19,0.467
69535,2019-09-19,1.403
131327,2020-06-08,0.477
20550,2019-06-26,0.683
256919,2020-09-29,0.124
187271,2020-04-17,0.756
17980,2019-07-08,0.658
13964,2021-01-15,0.800
256946,2020-10-06,3.100
46157,2020-03-26,1.334
252287,2019-11-11,0.680
131327,2019-05-08,1.135
256156,2019-10-23,1.840
139516,2019-08-12,52.533
59449,2020-01-17,0.713
250175,2018-12-13,5.980
128194,2020-04-07,0.987
250202,2020-05-04,2.095
3941,2020-10-07,0.100
139515,2019-03-17,0.416
250574,2020-05-07,1.171
6557,2020-08-01,0.264
256872,2020-12-22,0.793
6547,2019-12-29,0.002
249943,2019-02-12,34.890
262929,2019-10-02,0.609
10065,2019-04-12,0.028
6557,2019-06-30,0.390
250781,2020-12-28,0.032
270305,2019-10-23,0.000
142606,2019-07-23,1.917
20884,2019-05-09,0.155
256502,2019-11-13,0.000
139516,2021-01-08,48.536
248696,2019-12-03,0.031
248917,2019-12-26,2.998
250855,2020-07-12,0.846
256946,2019-09-04,31.900
68102,2019-10-15,0.176
135191,2019-12-01,1.070
249951,2020-02-08,0.252
255254,2019-12-21,0.371
20550,2020-11-17,0.265
261616,2020-11-26,0.544
37358,2019-11-18,0.165
65583,2020-09-04,0.071
245302,2020-04-20,1.341
86661,2020-03-06,0.265
250095,2018-12-29,0.004
10481,2019-02-14,0.973
6507,2021-02-17,0.173
144822,2020-07-28,0.227
116228,2019-03-23,0.463
269752,2019-11-18,0.581
251704,2020-01-30,18.138
269089,2021-01-28,0.643
76953,2019-11-04,0.445
20041,2020-08-28,0.191
97302,2020-09-25,0.183
256972,2021-02-16,0.020
248917,2020-04-05,2.125
136213,2020-11-25,8.212
246516,2019-03-29,0.000
261986,2018-12-19,1.389
7038,2020-07-17,0.708
246272,2020-11-30,1.341
29102,2020-08-28,1.323
254812,2019-08-06,8.558
256084,2020-05-19,0.650
263528,2019-11-02,1.927
250387,2020-05-03,1.435
150998,2020-01-13,0.707
7038,2019-12-20,0.371
144822,2020-08-04,0.463
20550,2019-05-21,0.251
245515,2020-03-07,0.321
107431,2021-01-03,59.164
262929,2021-02-17,0.840
255086,2020-12-27,0.192
256924,2021-03-08,0.391
865,2019-09-12,0.034
150998,2020-05-31,1.075
259030,2021-02-21,0.091
252388,2019-06-07,414.220
246272,2019-09-03,3.101
61120,2021-03-17,0.708
716,2020-09-10,0.309
8621,2020-07-28,1.706
152526,2020-07-27,0.084
37309,2021-02-25,29.683
71392,2020-01-25,1.060
144822,2020-03-09,0.294
259030,2019-11-25,0.167
24294,2019-02-03,0.174
37309,2020-12-23,30.384
250197,2020-03-19,5.159
131327,2019-06-18,1.176
20342,2020-01-07,1.361
256872,2021-02-01,1.155
34770,2019-09-09,1.114
34770,2020-07-16,0.904
247389,2021-03-09,1.028
11741,2020-05-01,2.155
256156,2019-02-25,4.070
17980,2018-12-31,0.475
246596,2020-12-28,0.430
123533,2019-11-03,0.584
250097,2019-11-13,3.708
62776,2021-02-08,0.899
245344,2020-08-31,0.104
244680,2019-04-07,0.158
69535,2020-03-26,0.831
249897,2019-06-29,34.758
135605,2020-01-05,0.000
798,2019-07-23,0.468
245375,2020-05-04,0.420
34770,2019-07-24,0.779
256502,2020-12-22,0.000
112490,2019-03-23,0.528
263623,2021-03-22,21.370
71392,2019-04-03,0.741
136213,2019-10-25,5.387
272294,2020-03-28,0.276
21106,2019-09-26,0.000
260726,2019-06-23,8.921
6562,2020-07-18,0.001
20753,2019-07-24,0.164
72238,2020-09-08,0.542
256969,2020-12-21,0.072
245375,2020-06-24,0.521
16129,2020-02-01,0.500
187271,2019-06-11,0.199
59449,2020-11-29,1.987
17194,2020-08-14,1.142
255456,2019-05-01,0.856
256970,2021-03-11,0.119
245883,2019-12-09,1.118
68102,2019-12-08,0.356
20681,2021-02-13,0.002
262835,2020-06-02,3.235
250175,2020-07-01,1.270
251881,2020-02-06,1.695
11741,2020-04-21,1.913
136213,2019-05-29,3.664
13155,2020-11-09,0.249
24294,2019-11-21,0.597
261100,2020-03-28,0.000
112490,2020-09-18,0.678
20342,2020-08-09,2.085
247568,2021-01-15,0.194
34770,2019-06-03,1.837
247000,2021-02-08,1.517
256156,2019-12-23,4.230
256609,2021-03-22,2.086
97105,2020-11-16,1.212
256766,2019-06-04,26.083
256655,2021-01-04,0.000
20753,2020-12-15,0.394
44788,2019-03-23,0.680
17592,2019-10-27,0.115
106646,2020-02-06,0.344
273259,2020-06-18,0.600
150462,2019-01-22,0.273
274411,2020-06-26,0.441
246066,2020-07-28,3.330
250252,2020-07-27,20.000
17592,2020-02-16,0.097
256971,2020-05-21,0.030
245493,2020-08-21,0.867
11741,2019-01-18,0.991
256919,2021-01-08,0.073
62776,2019-10-31,0.411
139515,2021-02-27,0.921
142606,2020-10-24,1.194
151213,2021-02-14,0.179
262929,2019-08-12,1.089
264909,2020-12-28,0.570
251229,2020-10-15,4.000
12857,2019-03-15,2.612
246032,2020-05-17,1.386
250282,2020-04-13,0.172
798,2019-02-15,0.401
179630,2020-08-27,0.465
8621,2020-09-03,1.716
58197,2019-03-02,0.529
5802,2020-08-06,0.203
245493,2021-02-20,1.686
259866,2019-10-11,0.257
37302,2020-12-23,0.170
128194,2019-07-30,0.412
20041,2020-08-21,0.503
251229,2019-10-06,1.210
136212,2020-03-20,1.191
249971,2019-12-18,450.000
13636,2020-01-29,1.453
256655,2019-09-19,0.000
139516,2020-04-21,56.257
245992,2020-07-11,2.327
249397,2019-11-17,4.095
272294,2019-01-21,0.146
46157,2019-12-14,2.001
187989,2019-11-07,0.654
20884,2020-11-19,0.159
261986,2021-02-19,1.179
128194,2020-11-05,0.547
107142,2020-07-06,0.288
251881,2019-12-25,0.741
249897,2019-05-04,377.050
250202,2020-03-12,2.681
253177,2021-01-07,1.984
5479,2019-06-30,0.421
49043,2020-03-17,1.210
132516,2021-03-13,0.327
262835,2021-01-19,4.037
13964,2020-06-19,1.797
108293,2019-07-02,0.363
273259,2021-03-08,0.441
251704,2019-07-27,0.006
256766,2021-01-07,1.533
247389,2019-09-13,0.770
255254,2019-08-10,0.811
264909,2020-11-13,3.880
171301,2020-09-01,0.374
262259,2020-06-15,0.775
264362,2019-07-26,1.211
261517,2020-12-07,0.000
274411,2019-06-12,0.158
136482,2019-10-25,0.223
132516,2020-07-11,0.378
250781,2018-12-08,0.052
74697,2021-01-08,0.568
256156,2019-08-16,1.980
13155,2020-07-06,0.415
21106,2020-08-20,0.146
58197,2019-04-29,0.315
250252,2021-02-24,15.000
256508,2019-02-25,0.000
247000,2020-05-10,1.147
249860,2019-12-31,3.202
246516,2019-07-31,0.000
20884,2019-11-14,0.279
260726,2020-07-07,0.211
3941,2020-05-08,0.000
20342,2019-02-26,1.458
33804,2019-10-26,0.643
39681,2019-06-30,0.016
250781,2018-12-30,0.060
97302,2020-11-09,0.205
97105,2020-08-04,8.233
250282,2020-06-03,0.553
49043,2020-09-20,1.569
37302,2021-03-08,0.661
42923,2020-06-22,0.586
255456,2019-07-08,2.720
13784,2021-01-02,1.964
11741,2021-02-22,1.389
250020,2020-03-21,579.700
57653,2019-07-26,0.610
249971,2020-12-23,410.000
34770,2019-09-13,0.790
253208,2019-04-20,0.222
